gap_first,gap_last,abnormal_gap,reverse,Author,Book,Death_date,URI,prev_heading,next_heading,prev_date,next_date
134,131,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | السالمى توفى سنة 1332 هجرية.
","### | سعيد بن عبد الملك توفى سنة 132 هجرية.
",133,132
133,316,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | سعيد بن عبد الملك توفى سنة 132 هجرية.
","### | أبو سعيد البردعى توفى سنة 317 هجرية.
",132,317
318,116,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | أبو سعيد البردعى توفى سنة 317 هجرية.
","### | سكينة بنت الحسين توفيت سنة 117 هجرية
",317,117
118,509,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | سكينة بنت الحسين توفيت سنة 117 هجرية
","### | ابن السمعانى توفى سنة 510 هجرية.
",117,510
511,561,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن السمعانى توفى سنة 510 هجرية.
","### | ابن السمعانى توفى سنة 562 هجرية.
",510,562
563,540,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن السمعانى توفى سنة 562 هجرية.
","### | سند توفى سنة 541 هجرية.
",562,541
542,722,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | سند توفى سنة 541 هجرية.
","### | ابن الشاط سنة 723
",541,723
724,789,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن الشاط سنة 723
","### | الشاطبى توفى سنة 790 هجرية
",723,790
791,203,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الشاطبى توفى سنة 790 هجرية
","### | الشافعى سنة 204 هجرية
",790,204
205,107,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الشافعى سنة 204 هجرية
","### | الشبراملسى سنة 1087 هجرية
",204,108
109,592,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الشبراملسى سنة 1087 هجرية
","### | ابو شجاع توفى سنة 593 هجرية
",108,593
594,121,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابو شجاع توفى سنة 593 هجرية
","### | الشرقاوى سنة 1227
",593,122
123,105,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الشرقاوى سنة 1227
","### | الشرنبلالى سنة 1069
",122,106
107,104,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الشرنبلالى سنة 1069
","### | الشعبى سنة 105 هجرية
",106,105
106,972,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الشعبى سنة 105 هجرية
","### | الشعرانى سنة 973 هجرية
",105,973
974,100,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الشعرانى سنة 973 هجرية
","### | الشلبى توفى سنة 1010 هجرية
",973,101
102,107,False,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الشلبى توفى سنة 1010 هجرية
","### | الشيخ زادة سنة 1087 هجرية
",101,108
109,475,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الشيخ زادة سنة 1087 هجرية
","### | الشيرازى توفى سنة 476 هجرية
",108,476
477,615,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الشيرازى توفى سنة 476 هجرية
","### | ابن شاس سنة 616 هجرية
",476,616
617,121,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن شاس سنة 616 هجرية
","### | شرف الدين ابن إسماعيل سنة 1223 هجرية
",616,122
123,112,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | شرف الدين ابن إسماعيل سنة 1223 هجرية
","### | الشروانى سنة 1134 هجرية
",122,113
114,349,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الشروانى سنة 1134 هجرية
","### | ابن شهاب توفى سنة 350 هجرية.
",113,350
351,427,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن شهاب توفى سنة 350 هجرية.
","### | ابن شهاب توفى سنة 428 هجرية.
",350,428
429,147,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن شهاب توفى سنة 428 هجرية.
","### | الصادق سنة 148 هجرية
",428,148
149,255,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الصادق سنة 148 هجرية
","### | صالح بن أحمد توفى سنة 256 هجرية
",148,256
257,123,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | صالح بن أحمد توفى سنة 256 هجرية
","### | الصاوى سنة 1241
",256,124
125,642,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الصاوى سنة 1241
","### | ابن الصلاح سنة 643 هجرية
",124,643
644,117,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن الصلاح سنة 643 هجرية
","### | الصنعانى سنة 1182 هجرية
",643,118
119,329,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الصنعانى سنة 1182 هجرية
","### | الصيرفى سنة 330 هجرية
",118,330
331,380,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الصيرفى سنة 330 هجرية
","### | الصدوق سنة 381 هجرية
",330,381
382,264,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الصدوق سنة 381 هجرية
","### | الصفار سنة 265 هجرية
",381,265
266,423,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الصفار سنة 265 هجرية
","### | أبو طالب الأملى سنة 424
",265,424
425,547,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | أبو طالب الأملى سنة 424
","### | الطبرسى سنة 548 هجرية
",424,548
549,320,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الطبرسى سنة 548 هجرية
","### | الطحاوى سنة 321 هجرية
",548,321
322,120,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الطحاوى سنة 321 هجرية
","### | الطحطاوى توفى سنة 1211 هجرية
",321,121
122,459,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الطحطاوى توفى سنة 1211 هجرية
","### | الطوسى سنة 460 هجرية
",121,460
461,243,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الطوسى سنة 460 هجرية
","### | أبو طالب سنة 244 هجرية
",460,244
245,439,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | أبو طالب سنة 244 هجرية
","### | أبو طالب سنة 440 هجرية
",244,440
441,239,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | أبو طالب سنة 440 هجرية
","### | أبو طالب سنة 240 هجرية
",440,240
241,105,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | أبو طالب سنة 240 هجرية
","### | طاووس اليمانى سنة 106 هجرية
",240,106
107,124,False,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | طاووس اليمانى سنة 106 هجرية
","### | ابن عابدين سنة 1252 هجرية
",106,125
126,126,False,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن عابدين سنة 1252 هجرية
","### | عاصم بن أبى النجود سنة 127 هجرية
",125,127
128,964,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عاصم بن أبى النجود سنة 127 هجرية
","### | العاملى سنة 965 هجرية
",127,965
966,352,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | العاملى سنة 965 هجرية
","### | ابو العباس سنة 353
",965,353
354,462,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابو العباس سنة 353
","### | ابن عبد البر سنة 463 هجرية
",353,463
464,213,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن عبد البر سنة 463 هجرية
","### | ابن عبد الحكم توفى سنة 214
",463,214
215,748,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن عبد الحكم توفى سنة 214
","### | ابن عبد السلام سنة 749
",214,749
750,428,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن عبد السلام سنة 749
","### | عبد القاهر بن طاهر سنة 429 هجرية
",749,429
430,190,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عبد القاهر بن طاهر سنة 429 هجرية
","### | عبد الكريم سلمان سنة 1918م
",429,191
192,117,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عبد الكريم سلمان سنة 1918م
","### | عبد الله بن عامر المتوفى سنة 118
",191,118
119,567,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عبد الله بن عامر المتوفى سنة 118
","### | عبد الله بن عباس سنة 568
",118,568
569,129,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عبد الله بن عباس سنة 568
","### | عبد الله بن كثير سنة 130 هجرية
",568,130
131,421,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عبد الله بن كثير سنة 130 هجرية
","### | عبد الوهاب""القاضى"" سنة 422 هجرية
",130,422
423,162,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عبد الوهاب""القاضى"" سنة 422 هجرية
","### | عثمان بن الحكم سنة 163 هجرية
",422,163
164,802,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عثمان بن الحكم سنة 163 هجرية
","### | ابن عرفة سنة 803 هجرية
",163,803
804,317,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن عرفة سنة 803 هجرية
","### | إبن عرفة توفى سنة 318 هجرية
",803,318
319,659,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | إبن عرفة توفى سنة 318 هجرية
","### | عز الدين بن عبد السلام سنة 660 هجرية
",318,660
661,106,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عز الدين بن عبد السلام سنة 660 هجرية
","### | العزيزى سنة 1070 هجرية
",660,107
108,843,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عكرمة سنة 107 هجرية
","### | علاء الدين الطرابلسى توفى سنة 844 هجرية
",107,844
845,128,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | علاء الدين الطرابلسى توفى سنة 844 هجرية
","### | عليش سنة 1299
",844,129
130,100,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عليش سنة 1299
","### | عمر بن عبد العزيز سنة 101 هجرية
",129,101
102,125,False,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عمر بن عبد العزيز سنة 101 هجرية
","### | عمرو بن دينارتوفى سنة 126 هجرية
",101,126
127,217,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عمرو بن دينارتوفى سنة 126 هجرية
","### | عمر بن شعيب سنة 218 هجرية
",126,218
219,143,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عمر بن شعيب سنة 218 هجرية
","### | عمرو بن عبيد سنة 144 هجرية
",218,144
145,148,False,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عمرو بن عبيد سنة 144 هجرية
","### | عيسى بن عمر توفى سنة 149 هجرية
",144,149
150,854,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عيسى بن عمر توفى سنة 149 هجرية
","### | العينى سنة 855 هجرية
",149,855
856,197,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | العينى سنة 855 هجرية
","### | ابن عيينة سنة 198 هجرية
",855,198
199,210,False,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن عيينة سنة 198 هجرية
","### | عبد الرزاق سنة 211 هجرية
",198,211
212,318,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عبد الرزاق سنة 211 هجرية
","### | أبو عبيد سنة 319 هجرية
",211,319
320,223,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | أبو عبيد سنة 319 هجرية
","### | أبو عبيد سنة 224 هجرية
",319,224
225,103,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | أبو عبيد سنة 224 هجرية
","### | عزمى زادة سنة 1040 هجرية
",224,104
105,113,False,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عزمى زادة سنة 1040 هجرية
","### | عطاء سنة 114 هجرية
",104,114
116,134,False,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عطاء سنة 115 هجرية
","### | عطاء الخراسانى سنة 135 هجرية
",115,135
136,512,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عطاء الخراسانى سنة 135 هجرية
","### | ابن عقيل سنة 513 هجرية
",135,513
514,884,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن عقيل سنة 513 هجرية
","### | علاء الدين المرداوى سنة 885 هجرية
",513,885
886,192,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | علاء الدين المرداوى سنة 885 هجرية
","### | ابن علية سنة 193 هجرية
",885,193
194,441,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن علية سنة 193 هجرية
","### | أبو عمرو سنة 442 هجرية
",193,442
443,443,False,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | أبو عمرو سنة 442 هجرية
","### | أبو عمرو سنة 444 هجرية
",442,444
445,105,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | أبو عمرو سنة 444 هجرية
","### | عيسى سنة 1062 هجرية
",444,106
107,117,False,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عيسى سنة 1062 هجرية
","### | عبادة بن نسى توفى سنة 118 هجرية.
",106,118
119,102,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عبادة بن نسى توفى سنة 118 هجرية.
","### | عامر بن سعد توفى سنة 103 هجرية.
",118,103
104,316,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عامر بن سعد توفى سنة 103 هجرية.
","### | أبو عبد الله الزبيرى توفى سنة 317 هجرية.
",103,317
318,704,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | أبو عبد الله الزبيرى توفى سنة 317 هجرية.
","### | عبد الله بن الفضل توفى سنة 705 هجرية.
",317,705
706,755,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عبد الله بن الفضل توفى سنة 705 هجرية.
","### | العضد توفى سنة 756 هجرية.
",705,756
757,106,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | العضد توفى سنة 756 هجرية.
","### | عطاء بن يزيد توفى سنة 107 هجرية.
",756,107
108,723,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عطاء بن يزيد توفى سنة 107 هجرية.
","### | ابن العطار توفى سنة 724 هجرية.
",107,724
725,376,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن العطار توفى سنة 724 هجرية.
","### | أبو على الفارسى توفى سنة 377 هجرية.
",724,377
378,807,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | أبو على الفارسى توفى سنة 377 هجرية.
","### | ابن العماد توفى سنة 808 هجرية.
",377,808
809,504,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن العماد توفى سنة 808 هجرية.
","### | الغزالى توفى سنة 505 هجرية
",808,505
506,362,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الغزالى توفى سنة 505 هجرية
","### | غلام الخلال سنة 363 هجرية
",505,363
364,893,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | غلام الخلال سنة 363 هجرية
","### | ابن الغرس سنة 894 هجرية
",363,894
895,394,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن الغرس سنة 894 هجرية
","### | ابن فارس توفى سنة 395 هجرية
",894,395
396,798,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن فارس توفى سنة 395 هجرية
","### | ابن فرحون سنة 799 هجرية
",395,799
800,405,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن فرحون سنة 799 هجرية
","### | ابن فورك سنة 406
",799,406
407,816,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن فورك سنة 406
","### | الفيروزابادى سنة 817 هجرية
",406,817
818,394,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الفيروزابادى سنة 817 هجرية
","### | ابن فارس سنة 395 هجرية
",817,395
396,243,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن فارس سنة 395 هجرية
","### | القاسم سنة 244 هجرية
",395,244
245,339,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | القاسم سنة 244 هجرية
","### | قاسم بن أصبغ توفى سنة 340 هجرية
",244,340
341,190,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | قاسم بن أصبغ توفى سنة 340 هجرية
","### | ابن القاسم سنة 191 هجرية
",340,191
192,571,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن القاسم سنة 191 هجرية
","### | قاضى خان سنة 572 هجرية
",191,572
573,997,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | قاضى خان سنة 572 هجرية
","### | قاضى زاده سنة 998 هجرية
",572,998
999,619,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | قاضى زاده سنة 998 هجرية
","### | ابن قدامة سنة 620 هجرية
",998,620
621,681,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن قدامة سنة 620 هجرية
","### | ابن قدامه (شمس الدين) توفى سنة 682 هجرية
",620,682
683,427,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن قدامه (شمس الدين) توفى سنة 682 هجرية
","### | القدورى توفى سنة 428 هجرية
",682,428
429,683,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | القدورى توفى سنة 428 هجرية
","### | القرافى سنة 684 هجرية
",428,684
685,275,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | القرافى سنة 684 هجرية
","### | القرطبى سنة 276 هجرية
",684,276
277,464,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | القرطبى سنة 276 هجرية
","### | ابن القشيرى سنة 465
",276,465
466,470,False,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن القشيرى سنة 465
","### | القفال توفى سنة 471 هجرية
",465,471
472,506,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | القفال توفى سنة 471 هجرية
","### | القفال الشاش سنة 507 هجرية
",471,507
508,103,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | القفال الشاش سنة 507 هجرية
","### | أبو قلابة سنة 104 هجرية
",507,104
105,105,False,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | أبو قلابة سنة 104 هجرية
","### | القليوبى سنة 1069 هجرية
",104,106
107,385,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | القليوبى سنة 1069 هجرية
","### | القيروانى سنة 386 هجرية
",106,386
387,750,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | القيروانى سنة 386 هجرية
","### | ابن القيم سنة 751 هجرية
",386,751
752,190,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن القيم سنة 751 هجرية
","### | أبو القاسم سنة 191 هجرية
",751,191
192,415,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | أبو القاسم سنة 191 هجرية
","### | أبو القاسم الفورانى سنة 416 هجرية
",191,416
417,458,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | أبو القاسم الفورانى سنة 416 هجرية
","### | القاضى سنة 459 هجرية
",416,459
