string,date,year_type,date_2,year_type_2,predicted_year,evaluation_year,years_pre,md_level,section_word_count,Author,Book,Death_date,URI,Notes,heading_two_dates,Range
"### || سنة خمس وثلاثين وأربعمائة @YY435
",435,year,0,FALSE,435,435,410,2,37,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة ست وثلاثين وأربعمائة @YY436
",436,year,0,FALSE,436,436,409,2,649,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة سبع وثلاثين وأربعمائة @YY437
",437,year,0,FALSE,437,437,408,2,123,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة ثمان وثلاثين وأربعمائة @YY438
",438,year,0,FALSE,438,438,407,2,20,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة تسع وثلاثين وأربعمائة @YY439
",439,year,0,FALSE,439,439,406,2,1392,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة أربعين وأربعمائة @YY440
",440,year,0,FALSE,440,440,405,2,1521,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة إحدى وأربعين وأربعمائة @YY441
",441,year,0,FALSE,441,441,404,2,703,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة اثنتين وأربعين وأربعمائة @YY442
",442,year,0,FALSE,442,442,403,2,381,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة ثلاث وأربعين وأربعمائة @YY443
",443,year,0,FALSE,443,443,402,2,1778,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة أربع وأربعين وأربعمائة @YY444
",444,year,0,FALSE,444,444,401,2,624,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة ست وأربعين وأربعمائة @YY446
",446,year,0,FALSE,446,446,399,2,825,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة سبع وأربعين وأربعمائة @YY447
",447,year,0,FALSE,447,447,398,2,282,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة ثمان وأربعين وأربعمائة @YY448
",448,year,0,FALSE,448,448,397,2,550,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة تسع وأربعين وأربعمائة @YY449
",449,year,0,FALSE,449,449,396,2,208,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة خمسين وأربعمائة @YY450
",450,year,0,FALSE,450,450,395,2,4645,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة إحدى وخمسين وأربعمائة @YY451
",451,year,0,FALSE,451,451,394,2,504,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة اثنتين وخمسين وأربعمائة @YY452
",452,year,0,FALSE,452,452,393,2,587,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة ثلاث وخمسين وأربعمائة @YY453
",453,year,0,FALSE,453,453,392,2,487,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة أربع وخمسين وأربعمائة @YY454
",454,year,0,FALSE,454,454,391,2,674,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,Nesting incorrect below - ran recount on correct section.,,
"### | ذكر ابتداء الفتنة التي آلت إلى خراب ديار مصر 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,12976,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,Nesting incorrect - ran recount on correct section above.,,
"### || سنة خمس وخمسين وأربعمائة @YY455
",455,year,0,FALSE,455,455,390,2,206,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة ست وخمسين وأربعمائة @YY456
",456,year,0,FALSE,456,456,389,2,172,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة سبع وخمسين وأربعمائة @YY457
",457,year,0,FALSE,457,457,388,2,169,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة ثمان وخمسين وأربعمائة @YY458
",458,year,0,FALSE,458,458,387,2,138,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة تسع وخمسين وأربعمائة @YY459
",459,year,0,FALSE,459,459,386,2,372,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة ستين وأربعمائة @YY460
",460,year,0,FALSE,460,460,385,2,474,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة إحدى وستين وأربعمائة @YY461
",461,year,0,FALSE,461,461,384,2,5073,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة اثنتين وستين وأربعمائة @YY462
",462,year,0,FALSE,462,462,383,2,616,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة ثلاث وستين وأربعمائة @YY463
",463,year,0,FALSE,463,463,382,2,93,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة أربع وستين وأربعمائة @YY464
",464,year,0,FALSE,464,464,381,2,444,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة خمس وستين وأربعمائة @YY465
",465,year,0,FALSE,465,465,380,2,377,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة ست وستين وأربعمائة @YY466
",466,year,0,FALSE,466,466,379,2,596,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة سبع وستين وأربعمائة @YY467
",467,year,0,FALSE,467,467,378,2,182,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة ثمان وستين وأربعمائة @YY468
",468,year,0,FALSE,468,468,377,2,173,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة تسع وستين وأربعمائة @YY469
",469,year,0,FALSE,469,469,376,2,601,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة سبعين وأربعمائة @YY470
",470,year,0,FALSE,470,470,375,2,90,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة اثنتين وسبعين وأربعمائة @YY472
",472,year,0,FALSE,472,472,373,2,133,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة سبع وسبعين وأربعمائة @YY477
",477,year,0,FALSE,477,477,368,2,94,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة ثمان وسبعين وأربعمائة @YY478
",478,year,0,FALSE,478,478,367,2,155,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة تسع وسبعين وأربعمائة @YY479
",479,year,0,FALSE,479,479,366,2,288,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة ثمانين وأربعمائة @YY480
",480,year,0,FALSE,480,480,365,2,181,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة إحدى وثمانين وأربعمائة @YY481
",481,year,0,FALSE,481,481,364,2,8,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة اثنتين وثمانين وأربعمائة @YY482
",482,year,0,FALSE,482,482,363,2,73,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة ثلاث وثمانين وأربعمائة @YY483
",483,year,0,FALSE,483,483,362,2,44,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة خمس وثمانين وأربعمائة @YY485
",485,year,0,FALSE,485,485,360,2,84,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة ست وثمانين وأربعمائة @YY486
",486,year,0,FALSE,486,486,359,2,122,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة سبع وثمانين وأربعمائة @YY487
",487,year,0,FALSE,487,487,358,2,1494,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### | المستعلى بالله أبو القاسم أحمد بن المستنصر بالله أبي تميم معد بن ms407 الظاهر لإعزاز دين الله أبي الحسن علي ابن الحاكم بأمر الله أبي علي منصور
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,2928,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة ثمان وثمانين وأربعمائة @YY488
",488,year,0,FALSE,488,488,357,2,938,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة تسع وثمانين وأربعمائة @YY489
",489,year,0,FALSE,489,489,356,2,74,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة تسعين وأربعمائة @YY490
",490,year,0,FALSE,490,490,355,2,222,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة إحدى وتسعين وأربعمائة @YY491
",491,year,0,FALSE,491,491,354,2,222,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة اثنين وتسعين وأربعمائة @YY492
",492,year,0,FALSE,492,492,353,2,309,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة ثلاث وتسعين وأربعمائة @YY493
",493,year,0,FALSE,493,493,352,2,96,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة أربع وتسعين وأربعمائة @YY494
",494,year,0,FALSE,494,494,351,2,124,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة خمس وتسعين وأربعمائة @YY495
",495,year,0,FALSE,495,495,350,2,303,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### | الآمر بأحكام الله أبو علي المنصور بن المستعلى بالله أبي القاسم أحمد بن المستنصر بالله أبي تميم معد
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,18946,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة ست وتسعين وأربعمائة @YY496
",496,year,0,FALSE,496,496,349,2,221,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة سبع وتسعين وأربعمائة @YY497
",497,year,0,FALSE,497,497,348,2,55,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة ثمان وتسعين وأربعمائة @YY498
",498,year,0,FALSE,498,498,347,2,165,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة تسع وتسعين وأربعمائة @YY499
",499,year,0,FALSE,499,499,346,2,36,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة خمسمائة @YY500
",500,year,0,FALSE,500,500,345,2,111,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة إحدى وخمسمائة @YY501
",501,year,0,FALSE,501,501,344,2,800,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة اثنتين وخمسمائة @YY502
",502,year,0,FALSE,502,502,343,2,494,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة ثلاث وخمسمائة @YY503
",503,year,0,FALSE,503,503,342,2,182,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة أربع وخمسمائة @YY504
",504,year,0,FALSE,504,504,341,2,332,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة خمس وخمسمائة @YY505
",505,year,0,FALSE,505,505,340,2,210,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة ست وخمسمائة @YY506
",506,year,0,FALSE,506,506,339,2,361,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة سبع وخمسمائة @YY507
",507,year,0,FALSE,507,507,338,2,65,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة تسع وخمسمائة @YY509
",509,year,0,FALSE,509,509,336,2,402,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة عشر وخمسمائة @YY510
",510,year,0,FALSE,510,510,335,2,6,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة إحدى عشرة وخمسمائة @YY511
",511,year,0,FALSE,511,511,334,2,96,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة اثنتي عشرة وخمسمائة @YY512
",512,year,0,FALSE,512,512,333,2,397,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة خمس عشرة وخمسمائة @YY515
",515,year,0,FALSE,515,515,330,2,3814,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة ست عشرة وخمسمائة ms446 @YY516
",516,year,0,FALSE,516,516,329,2,4233,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة سبع عشرة وخمسمائة @YY517
",517,year,0,FALSE,517,517,328,2,1825,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة ثمان عشرة وخمسمائة @YY518
",518,year,0,FALSE,518,518,327,2,548,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة تسع عشرة وخمسمائة @YY519
",519,year,0,FALSE,519,519,326,2,1449,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### || سنة عشرين وخمسمائة @YY520
",520,year,0,FALSE,520,520,325,2,263,Maqrizi,ItticazHunafa,845,0845Maqrizi.ItticazHunafa.Shamela0000176-ara1,,,
"### ||| السنة الرابعة من ولاية الحاكم منصور على مصر وهي سنة تسعين وثلثمائة
",394,year,0,FALSE,394,390,-394,3,278,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة الخامسة من ولاية الحاكم منصور على مصر وهي سنة إحدى وتسعين وثلثمائة
",391,year,0,FALSE,391,391,-391,3,503,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة السادسة من ولاية الحاكم منصور على مصر وهي سنة اثنتين وتسعين وثلثمائة
",392,year,0,FALSE,392,392,-392,3,225,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة السابعة من ولاية الحاكم منصور على مصر وهي سنة ثلاث وتسعين وثلثمائة 
",393,year,0,FALSE,393,393,-393,3,503,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة الثامنة من ولاية الحاكم منصور على مصر وهي سنة أربع وتسعين وثلثمائة
",394,year,0,FALSE,394,394,-394,3,295,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة التاسعة من ولاية الحاكم منصور على مصر وهي سنة خمس وتسعين وثلثمائة 
",395,year,0,FALSE,395,395,-395,3,348,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة العاشرة من ولاية الحاكم منصور على مصر وهي سنة ست وتسعين وثلثمائة
",396,year,0,FALSE,396,396,-396,3,255,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة الحادية عشرة من ولاية الحاكم منصور على مصر ms0881 وهي سنة سبع وتسعين وثلثمائة 
",397,year,0,FALSE,397,397,-397,3,505,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة الثانية عشرة من ولاية الحاكم منصور على مصر وهي سنة ثمان وتسعين وثلثمائة
",398,year,0,FALSE,398,398,-398,3,429,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة الثالثة عشرة من ولاية الحاكم منصور على مصر وهي سنة تسع وتسعين وثلثمائة
",399,year,0,FALSE,399,399,-399,3,289,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة الرابعة عشرة من ولاية الحاكم منصور على مصر وهي سنة أربعمائة
",414,year,0,FALSE,414,400,-414,3,521,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة الخامسة عشرة من ولاية الحاكم ms0887 منصور على مصر وهي سنة إحدى وأربعمائة
",411,year,0,FALSE,411,401,-411,3,911,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة السادسة عشرة من ولاية الحاكم منصور على مصر وهي سنة اثنتين وأربعمائة
",412,year,0,FALSE,412,402,-412,3,467,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة السابعة عشرة من ولاية الحاكم منصور على مصر وهي سنة ثلاث وأربعمائة
",413,year,0,FALSE,413,403,-413,3,539,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة الثامنة عشرة من ولاية الحاكم منصور على مصر وهي سنة أربع وأربعمائة
",414,year,0,FALSE,414,404,-414,3,278,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة التاسعة عشرة من ولاية الحاكم منصور على مصر وهي سنة خمس وأربعمائة 
",415,year,0,FALSE,415,405,-415,3,461,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة العشرون من ولاية الحاكم منصور على مصر وهي سنة ست وأربعمائة
",426,year,0,FALSE,426,406,-426,3,321,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة الحادية والعشرون من ولاية الحاكم منصور على مصر وهي سنة سبع وأربعمائة
",427,year,0,FALSE,427,407,-427,3,203,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة ms0898 الثانية والعشرون من ولاية الحاكم منصور على مصر وهي سنة ثمان وأربعمائة
",428,year,0,FALSE,428,408,-428,3,226,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة الثالثة والعشرون من ولاية الحاكم منصور على مصر وهي سنة تسع وأربعمائة
",429,year,0,FALSE,429,409,-429,3,218,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة الرابعة والعشرين من ولاية الحاكم منصور على مصر وهي سنة عشر وأربعمائة 
",414,year,0,FALSE,414,410,-414,3,259,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة الخامسة والعشرين من ولاية الحاكم منصور على مصر وهي التي مات فيها الحاكم حسب ما ذكرناه في ترجمته والسنة المذكورة سنة إحدى عشرة وأربعمائة 
",411,year,0,FALSE,411,411,-411,3,165,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### || ذكر ولاية الظاهر على مصر
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,2,7100,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة الأولى من ولاية الظاهر لإعزاز دين الله على مصر وهي سنة اثنتي عشرة وأربعمائة
",412,year,0,FALSE,412,412,-412,3,368,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة الثانية من ولاية الظاهر لإعزاز دين الله على مصر وهي سنة ثلاث عشرة وأربعمائة
",413,year,0,FALSE,413,413,-413,3,313,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة الثالثة من ولاية الظاهر لإعزاز ms0909 دين الله على مصر وهي سنة أربع عشرة وأربعمائة
",414,year,0,FALSE,414,414,-414,3,238,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة الرابعة من ولاية الظاهر لإعزاز دين الله على مصر وهي سنة خمس عشرة وأربعمائة
",415,year,0,FALSE,415,415,-415,3,440,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة الخامسة من ولاية الظاهر لإعزاز دين الله على مصر وهي سنة ست عشرة وأربعمائة
",416,year,0,FALSE,416,416,-416,3,457,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة السادسة من ولاية الظاهر لإعزاز دين الله على مصر وهي سنة سبع عشرة وأربعمائة
",417,year,0,FALSE,417,417,-417,3,292,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة السابعة من ولاية الظاهر لإعزاز دين الله على مصر وهي سنة ثماني عشرة وأربعمائة
",418,year,0,FALSE,418,418,-418,3,499,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة الثامنة من ولاية الظاهر لإعزاز دين الله على مصر وهي سنة تسع عشرة وأربعمائة
",419,year,0,FALSE,419,419,-419,3,445,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة التاسعة من ولاية الظاهر لإعزاز دين الله على مصر وهي سنة عشرين وأربعمائة
",429,year,0,FALSE,429,420,-429,3,258,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة العاشرة من ولاية الظاهر لإعزاز دين الله على مصر ms0918 وهي سنة إحدى وعشرين وأربعمائة
",421,year,0,FALSE,421,421,-421,3,490,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة الحادية عشرة من ولاية الظاهر لإعزاز دين الله على مصر وهي سنة اثنتين وعشرين وأربعمائة
",422,year,0,FALSE,422,422,-422,3,385,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة الثانية عشرة من ولاية الظاهر ms0921 لإعزاز دين الله على مصر وهي سنة ثلاث وعشرين وأربعمائة
",423,year,0,FALSE,423,423,-423,3,314,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة الثالثة عشرة من ولاية الظاهر لإعزاز دين الله على مصر وهي سنة أربع وعشرين وأربعمائة
",424,year,0,FALSE,424,424,-424,3,178,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة الرابعة عشرة من ولاية الظاهر لإعزاز دين الله على مصر وهي سنة خمس وعشرين وأربعمائة
",425,year,0,FALSE,425,425,-425,3,356,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة الخامسة عشرة من ولاية الظاهر لإعزاز دين الله على مصر وهي سنة ست وعشرين وأربعمائة
",426,year,0,FALSE,426,426,-426,3,247,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة السادسة عشرة من ولاية الظاهر لإعزاز دين الله على مصر وهي سنة سبع وعشرين وأربعمائة وفيها كانت وفاته حسب ما تقدم في ترجمته
",427,year,0,FALSE,427,427,-427,3,278,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### | الجزء الخامس من كتاب النجوم الزاهرة
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,69042,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### || ذكر ولاية المستنصر بالله على مصر
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,2,24434,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| ذكر ms0938 سبب قتل ابن حمدان المذكور
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,3,651,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة الأولى من ولاية المستنصر معد على مصر وهي سنة ثمان وعشرين وأربعمائة
",428,year,0,FALSE,428,428,-428,3,666,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة الثانية من ولاية المستنصر معد على مصر وهي سنة تسع وعشرين وأربعمائة
",429,year,0,FALSE,429,429,-429,3,249,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
"### ||| السنة الثالثة من ولاية المستنصر معد على مصر وهي سنة ثلاثين وأربعمائة
",433,year,0,FALSE,433,430,-433,3,353,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,,,
